,Unnamed: 0,Unnamed: 0.1,block_order,block_progressive_ID,block_stimuli,block_type,bonus_block_type,bonus_total,bonus_trial_correct,bonus_trial_number_chosen,choice_correct,choice_correct.1,left-0-right,participant_ID,setup_a1,setup_a2,setup_a3,setup_a4,setup_a5,setup_a6,setup_b1,setup_b2,setup_b3,setup_b4,setup_b5,setup_b6,side_chosen,start_position,total_left,total_right,treatment,trial_ID,trial_ID_block,waiting_elapsed
128,128.0,,0,0,1,3,,,,,1,1,1,1,27.0,46.0,75.0,24.0,44.0,16.0,61.0,72.0,11.0,12.0,33.0,25.0,1,3,214.0,232.0,2,0,0,416.72499999990686
129,129.0,,0,0,1,3,,,,,0,0,1,1,50.0,14.0,11.0,53.0,10.0,19.0,37.0,34.0,22.0,39.0,34.0,40.0,1,3,206.0,157.0,2,0,0,366.7180000000634
130,130.0,,0,0,1,3,,,,,1,1,2,1,68.0,40.0,17.0,51.0,55.0,11.0,69.0,26.0,49.0,44.0,26.0,41.0,0,2,255.0,242.0,2,0,0,283.3730000001612
131,131.0,,0,0,1,3,,,,,1,1,1,1,43.0,45.0,22.0,15.0,11.0,17.0,33.0,40.0,16.0,54.0,13.0,53.0,1,1,153.0,209.0,2,0,0,366.7180000000168
132,132.0,,0,0,1,3,,,,,1,1,1,1,76.0,35.0,53.0,25.0,56.0,65.0,18.0,24.0,74.0,57.0,31.0,46.0,0,1,310.0,250.0,2,0,0,333.3799999999582
133,133.0,,0,0,1,3,,,,,1,1,1,1,38.0,19.0,28.0,16.0,24.0,19.0,19.0,23.0,74.0,22.0,19.0,27.0,0,3,184.0,144.0,2,0,0,333.37999999988824
134,134.0,,0,0,1,3,,,,,0,0,1,1,38.0,60.0,20.0,84.0,24.0,28.0,49.0,41.0,76.0,32.0,44.0,53.0,0,1,254.0,295.0,2,0,0,366.7180000001332
135,135.0,,0,0,1,3,,,,,1,1,1,1,28.0,36.0,24.0,46.0,16.0,14.0,12.0,57.0,37.0,51.0,62.0,15.0,1,1,164.0,234.0,2,0,0,400.0560000000057
136,136.0,,0,0,1,3,,,,,0,0,1,1,66.0,22.0,55.0,12.0,73.0,47.0,73.0,31.0,63.0,29.0,22.0,43.0,1,1,275.0,261.0,2,0,0,2783.723000000089
137,137.0,,0,0,1,3,,,,,1,1,1,1,43.0,45.0,22.0,15.0,11.0,17.0,33.0,40.0,16.0,54.0,13.0,53.0,0,3,209.0,153.0,2,0,0,233.36600000017785
138,138.0,,0,0,1,3,,,,,1,1,1,1,47.0,22.0,11.0,43.0,20.0,60.0,57.0,21.0,50.0,75.0,18.0,54.0,1,1,203.0,275.0,2,0,0,283.372999999905
139,139.0,,0,0,1,3,,,,,1,1,2,1,46.0,45.0,21.0,35.0,10.0,22.0,49.0,14.0,40.0,29.0,57.0,31.0,1,4,179.0,220.0,2,0,0,633.4220000000439
140,140.0,,0,0,1,3,,,,,1,1,2,1,22.0,78.0,18.0,36.0,11.0,43.0,10.0,26.0,66.0,18.0,33.0,14.0,0,4,208.0,167.0,2,0,0,383.3869999999182
141,141.0,,0,0,1,3,,,,,1,1,1,1,17.0,17.0,32.0,40.0,25.0,56.0,67.0,64.0,82.0,51.0,46.0,29.0,0,3,339.0,187.0,2,0,0,300.04199999999247
142,142.0,,0,0,1,3,,,,,1,1,2,1,71.0,22.0,50.0,25.0,34.0,36.0,48.0,68.0,45.0,33.0,55.0,27.0,1,4,238.0,276.0,2,0,0,1233.5060000000515
143,143.0,,0,0,1,3,,,,,0,0,1,1,43.0,11.0,82.0,34.0,30.0,39.0,52.0,22.0,13.0,72.0,65.0,59.0,0,1,239.0,283.0,2,0,0,366.71799999987707
144,144.0,,0,0,1,3,,,,,0,0,2,1,42.0,30.0,18.0,29.0,16.0,61.0,40.0,26.0,47.0,10.0,40.0,34.0,0,4,196.0,197.0,2,0,0,450.06300000003563
145,145.0,,0,0,1,3,,,,,0,0,2,1,36.0,60.0,34.0,10.0,13.0,85.0,14.0,45.0,65.0,49.0,49.0,40.0,1,2,262.0,238.0,2,0,0,316.7109999998938
146,146.0,,0,0,1,3,,,,,1,1,2,1,28.0,25.0,13.0,29.0,31.0,34.0,51.0,38.0,52.0,36.0,32.0,15.0,0,2,224.0,160.0,2,0,0,333.3800000001212
147,147.0,,0,0,1,3,,,,,1,1,2,1,12.0,41.0,12.0,25.0,27.0,55.0,30.0,39.0,64.0,70.0,77.0,48.0,0,2,328.0,172.0,2,0,0,350.04899999999907
148,148.0,,0,0,1,3,,,,,1,1,2,1,16.0,19.0,47.0,36.0,17.0,55.0,46.0,40.0,36.0,72.0,20.0,21.0,0,2,235.0,190.0,2,0,0,566.7459999998099
149,149.0,,0,0,1,3,,,,,1,1,2,1,49.0,11.0,49.0,10.0,16.0,14.0,64.0,22.0,32.0,69.0,16.0,36.0,1,4,149.0,239.0,2,0,0,1000.1399999999209
150,150.0,,2,0,2,5,,,,,1,1,1,1,66.0,47.0,40.0,10.0,59.0,11.0,22.0,21.0,45.0,38.0,43.0,24.0,0,3,275.0,151.0,2,0,0,1400.1960000001363
151,151.0,,2,0,2,5,,,,,1,1,2,1,50.0,16.0,17.0,41.0,21.0,56.0,44.0,20.0,44.0,12.0,35.0,12.0,1,4,157.0,211.0,2,0,0,316.71099999975416
152,152.0,,2,0,2,5,,,,,1,1,2,1,24.0,46.0,19.0,16.0,33.0,31.0,25.0,50.0,16.0,43.0,28.0,32.0,0,2,218.0,145.0,2,0,0,383.38699999987136
153,153.0,,2,0,2,5,,,,,0,0,1,1,10.0,61.0,59.0,13.0,48.0,62.0,74.0,65.0,43.0,59.0,42.0,27.0,0,1,276.0,287.0,2,0,0,400.05600000019166
154,154.0,,2,0,2,5,,,,,1,1,1,1,12.0,71.0,11.0,15.0,18.0,73.0,27.0,56.0,46.0,55.0,16.0,14.0,1,3,130.0,284.0,2,0,0,316.7110000003594
155,155.0,,2,0,2,5,,,,,1,1,2,1,28.0,25.0,15.0,43.0,39.0,15.0,40.0,14.0,45.0,50.0,54.0,76.0,0,4,223.0,221.0,2,0,0,333.3800000004004
156,156.0,,2,0,2,5,,,,,1,1,2,1,29.0,72.0,17.0,16.0,18.0,69.0,40.0,40.0,41.0,32.0,12.0,47.0,0,2,276.0,157.0,2,0,0,633.4219999999274
157,157.0,,2,0,2,5,,,,,1,1,1,1,54.0,28.0,11.0,37.0,41.0,68.0,16.0,52.0,37.0,67.0,16.0,64.0,1,3,175.0,316.0,2,0,0,400.29359999964936
158,158.0,,2,0,2,5,,,,,0,0,2,1,29.0,49.0,50.0,24.0,26.0,39.0,41.0,40.0,16.0,10.0,15.0,19.0,1,4,181.0,177.0,2,0,0,250.03499999973
159,159.0,,2,0,2,5,,,,,1,1,1,1,25.0,33.0,59.0,77.0,12.0,45.0,39.0,26.0,55.0,43.0,81.0,23.0,0,1,271.0,247.0,2,0,0,200.0280000004452
160,160.0,,2,0,2,5,,,,,1,1,2,1,55.0,45.0,55.0,69.0,68.0,22.0,29.0,14.0,19.0,52.0,61.0,34.0,1,4,236.0,287.0,2,0,0,366.7180000002496
161,161.0,,2,0,2,5,,,,,0,0,1,1,10.0,29.0,60.0,39.0,14.0,43.0,37.0,29.0,40.0,25.0,25.0,41.0,0,3,186.0,206.0,2,0,0,316.71099999980066
162,162.0,,2,0,2,5,,,,,0,0,1,1,60.0,51.0,44.0,47.0,59.0,55.0,18.0,22.0,48.0,67.0,49.0,72.0,0,1,278.0,314.0,2,0,0,500.069999999879
163,163.0,,2,0,2,5,,,,,1,1,1,1,25.0,51.0,35.0,35.0,17.0,29.0,20.0,35.0,33.0,23.0,75.0,31.0,0,1,205.0,204.0,2,0,0,200.0280000004452
164,164.0,,2,0,2,5,,,,,1,1,2,1,28.0,24.0,35.0,20.0,56.0,10.0,37.0,10.0,26.0,56.0,82.0,49.0,1,2,169.0,264.0,2,0,0,333.3799999999813
165,165.0,,2,0,2,5,,,,,0,0,1,1,10.0,29.0,60.0,39.0,14.0,43.0,37.0,29.0,40.0,25.0,25.0,41.0,0,1,186.0,206.0,2,0,0,383.38699999987153
166,166.0,,2,0,2,5,,,,,1,1,2,1,22.0,12.0,62.0,28.0,58.0,36.0,22.0,46.0,59.0,19.0,32.0,28.0,1,4,169.0,255.0,2,0,0,350.04899999988265
167,167.0,,2,0,2,5,,,,,1,1,2,1,24.0,46.0,19.0,16.0,33.0,31.0,25.0,50.0,16.0,43.0,28.0,32.0,0,4,218.0,145.0,2,0,0,416.7249999998601
168,168.0,,2,0,2,5,,,,,1,1,1,1,41.0,57.0,10.0,50.0,37.0,65.0,41.0,55.0,11.0,66.0,50.0,75.0,1,3,190.0,368.0,2,0,0,233.3659999997821
169,169.0,,2,0,2,5,,,,,1,1,1,1,24.0,14.0,43.0,23.0,11.0,22.0,22.0,16.0,36.0,18.0,11.0,29.0,0,3,147.0,122.0,2,0,0,250.0349999998231
170,170.0,,2,0,2,5,,,,,0,0,1,1,25.0,33.0,59.0,77.0,12.0,45.0,39.0,26.0,55.0,43.0,81.0,23.0,1,3,271.0,247.0,2,0,0,350.0489999998361
171,171.0,,2,0,2,5,,,,,1,1,2,1,64.0,28.0,13.0,76.0,31.0,20.0,36.0,27.0,46.0,21.0,29.0,76.0,0,2,248.0,219.0,2,0,0,383.3869999999646
172,172.0,,2,0,2,5,,,,,1,1,2,1,16.0,15.0,26.0,56.0,15.0,77.0,54.0,43.0,15.0,53.0,26.0,46.0,0,2,290.0,152.0,2,0,0,216.69699999988083
0,0.0,0.0,1,0,1,1,,,,,1,1,0,2,22.0,10.0,33.0,30.0,32.0,22.0,29.0,46.0,66.0,41.0,35.0,22.0,1,0,149.0,239.0,2,0,0,2417.297600000082
1,1.0,1.0,1,0,1,1,,,,,1,1,0,2,27.0,52.0,32.0,45.0,51.0,11.0,12.0,31.0,12.0,65.0,73.0,31.0,1,0,218.0,224.0,2,0,0,683.4290000000208
2,2.0,2.0,1,0,1,1,,,,,0,0,0,2,47.0,22.0,15.0,34.0,63.0,10.0,59.0,15.0,51.0,25.0,31.0,55.0,0,0,191.0,236.0,2,0,0,883.457000000029
3,3.0,3.0,1,0,1,1,,,,,0,0,0,2,67.0,41.0,13.0,20.0,25.0,55.0,79.0,19.0,10.0,12.0,57.0,29.0,1,0,221.0,206.0,2,0,0,500.0699999999255
4,4.0,4.0,1,0,1,1,,,,,0,0,0,2,14.0,32.0,49.0,18.0,46.0,53.0,67.0,15.0,34.0,53.0,14.0,23.0,1,0,212.0,206.0,2,0,0,533.4080000000189
5,5.0,5.0,1,0,1,1,,,,,1,1,0,2,12.0,31.0,12.0,65.0,73.0,31.0,27.0,52.0,32.0,45.0,51.0,11.0,0,0,224.0,218.0,2,0,0,550.0769999999088
6,6.0,6.0,1,0,1,1,,,,,1,1,0,2,84.0,17.0,51.0,74.0,33.0,25.0,32.0,53.0,66.0,26.0,28.0,10.0,0,0,284.0,215.0,2,0,0,550.0770000000191
7,7.0,7.0,1,0,1,1,,,,,1,1,0,2,42.0,16.0,33.0,33.0,10.0,34.0,60.0,55.0,32.0,34.0,80.0,76.0,1,0,168.0,337.0,2,0,0,483.40100000005896
8,8.0,8.0,1,0,1,1,,,,,1,1,0,2,28.0,46.0,29.0,68.0,24.0,41.0,14.0,65.0,56.0,26.0,29.0,26.0,0,0,236.0,216.0,2,0,0,583.4150000000194
9,9.0,9.0,1,0,1,1,,,,,0,0,0,2,18.0,31.0,50.0,11.0,42.0,57.0,33.0,14.0,44.0,65.0,23.0,38.0,0,0,209.0,217.0,2,0,0,500.0700000000126
10,10.0,10.0,1,0,1,1,,,,,1,1,0,2,60.0,55.0,32.0,34.0,80.0,76.0,42.0,16.0,33.0,33.0,10.0,34.0,0,0,337.0,168.0,2,0,0,450.0630000000178
11,11.0,11.0,1,0,1,1,,,,,0,0,0,2,32.0,68.0,21.0,21.0,69.0,32.0,44.0,25.0,34.0,80.0,15.0,66.0,0,0,243.0,264.0,2,0,0,833.4500000000168
12,12.0,12.0,1,0,1,1,,,,,1,1,0,2,62.0,12.0,65.0,40.0,11.0,10.0,19.0,52.0,39.0,10.0,75.0,29.0,1,0,200.0,224.0,2,0,0,416.7250000000173
13,13.0,13.0,1,0,1,1,,,,,0,0,0,2,79.0,19.0,10.0,12.0,57.0,29.0,67.0,41.0,13.0,20.0,25.0,55.0,0,0,206.0,221.0,2,0,0,533.4079999999723
14,14.0,14.0,1,0,1,1,,,,,1,1,0,2,10.0,76.0,66.0,26.0,44.0,11.0,12.0,49.0,10.0,11.0,42.0,16.0,0,0,233.0,140.0,2,0,0,516.7389999999954
15,15.0,15.0,1,0,1,1,,,,,0,0,0,2,17.0,29.0,71.0,39.0,67.0,26.0,17.0,32.0,36.0,58.0,33.0,52.0,1,0,249.0,228.0,2,0,0,700.0980000000212
16,16.0,16.0,1,0,1,1,,,,,1,1,0,2,25.0,14.0,34.0,27.0,21.0,61.0,32.0,10.0,16.0,23.0,19.0,32.0,0,0,182.0,132.0,2,0,0,650.091000000038
17,17.0,17.0,1,0,1,1,,,,,1,1,0,2,32.0,53.0,66.0,26.0,28.0,10.0,84.0,17.0,51.0,74.0,33.0,25.0,1,0,215.0,284.0,2,0,0,583.414999999979
18,18.0,18.0,1,0,1,1,,,,,0,0,0,2,11.0,21.0,76.0,53.0,49.0,23.0,39.0,44.0,68.0,33.0,46.0,41.0,0,0,233.0,271.0,2,0,0,1083.4850000000552
19,19.0,19.0,1,0,1,1,,,,,1,1,0,2,43.0,19.0,19.0,31.0,58.0,33.0,35.0,50.0,14.0,82.0,63.0,25.0,1,0,203.0,269.0,2,0,0,883.4570000000526
20,20.0,20.0,1,0,1,1,,,,,1,1,0,2,67.0,15.0,34.0,53.0,14.0,23.0,14.0,32.0,49.0,18.0,46.0,53.0,1,0,206.0,212.0,2,0,0,716.7669999998994
21,21.0,21.0,1,0,1,1,,,,,1,1,0,2,17.0,32.0,36.0,58.0,33.0,52.0,17.0,29.0,71.0,39.0,67.0,26.0,1,0,228.0,249.0,2,0,0,533.4080000000541
22,22.0,22.0,1,0,1,1,,,,,1,1,0,2,19.0,52.0,39.0,10.0,75.0,29.0,62.0,12.0,65.0,40.0,11.0,10.0,0,0,224.0,200.0,2,0,0,500.0699999999605
23,23.0,23.0,1,0,1,1,,,,,1,1,0,2,45.0,29.0,22.0,43.0,21.0,21.0,31.0,39.0,25.0,15.0,54.0,56.0,1,0,181.0,220.0,2,0,0,500.0700000000071
24,24.0,24.0,1,0,1,1,,,,,1,1,0,2,14.0,54.0,15.0,14.0,53.0,24.0,44.0,82.0,69.0,11.0,11.0,83.0,1,0,174.0,300.0,2,0,0,483.4009999998729
25,25.0,25.0,1,0,1,1,,,,,1,1,0,2,28.0,18.0,24.0,40.0,21.0,34.0,27.0,48.0,38.0,15.0,35.0,49.0,1,0,165.0,212.0,2,0,0,500.06999999999545
26,26.0,26.0,1,0,1,1,,,,,1,1,0,2,35.0,24.0,12.0,12.0,19.0,31.0,23.0,40.0,31.0,17.0,80.0,64.0,1,0,133.0,255.0,2,0,0,500.0700000000071
27,27.0,27.0,1,0,1,1,,,,,1,1,0,2,54.0,61.0,17.0,24.0,60.0,37.0,41.0,53.0,34.0,50.0,26.0,30.0,0,0,253.0,234.0,2,0,0,550.0770000000601
28,28.0,28.0,1,0,1,1,,,,,1,1,0,2,71.0,27.0,45.0,62.0,24.0,29.0,48.0,10.0,40.0,12.0,48.0,51.0,0,0,258.0,209.0,2,0,0,533.4080000000076
29,29.0,29.0,1,0,1,1,,,,,1,1,0,2,41.0,53.0,34.0,50.0,26.0,30.0,54.0,61.0,17.0,24.0,60.0,37.0,1,0,234.0,253.0,2,0,0,516.7389999998384
30,30.0,30.0,0,0,2,6,,,,,1,1,1,2,73.0,31.0,63.0,29.0,22.0,43.0,66.0,22.0,55.0,12.0,73.0,47.0,1,3,261.0,275.0,2,0,0,933.463999999943
31,31.0,31.0,0,0,2,6,,,,,1,1,2,2,58.0,84.0,66.0,18.0,16.0,12.0,60.0,48.0,33.0,42.0,34.0,13.0,0,4,254.0,230.0,2,0,0,1266.84400000004
32,32.0,32.0,0,0,2,6,,,,,1,1,2,2,37.0,77.0,31.0,30.0,55.0,36.0,37.0,16.0,35.0,32.0,68.0,21.0,0,2,266.0,209.0,2,0,0,483.4010000000477
33,33.0,33.0,0,0,2,6,,,,,1,1,2,2,70.0,28.0,17.0,71.0,64.0,45.0,31.0,67.0,12.0,32.0,39.0,27.0,0,4,295.0,208.0,2,0,0,516.7390000000248
34,34.0,34.0,0,0,2,6,,,,,1,1,1,2,10.0,58.0,22.0,29.0,52.0,53.0,29.0,53.0,52.0,17.0,32.0,48.0,1,1,224.0,231.0,2,0,0,983.4709999998912
35,35.0,35.0,0,0,2,6,,,,,0,0,2,2,20.0,31.0,10.0,36.0,12.0,59.0,52.0,11.0,39.0,48.0,19.0,31.0,0,4,168.0,200.0,2,0,0,483.40099999996613
36,36.0,36.0,0,0,2,6,,,,,0,0,1,2,65.0,30.0,11.0,15.0,48.0,31.0,43.0,23.0,60.0,11.0,15.0,20.0,1,1,200.0,172.0,2,0,0,566.8762000000572
37,37.0,37.0,0,0,2,6,,,,,1,1,1,2,12.0,57.0,37.0,51.0,62.0,15.0,28.0,36.0,24.0,46.0,16.0,14.0,0,3,234.0,164.0,2,0,0,433.3940000000295
38,38.0,38.0,0,0,2,6,,,,,1,1,1,2,11.0,86.0,35.0,43.0,32.0,60.0,59.0,40.0,31.0,42.0,33.0,23.0,0,1,267.0,228.0,2,0,0,383.3870000000229
39,39.0,39.0,0,0,2,6,,,,,0,0,2,2,40.0,20.0,57.0,36.0,31.0,58.0,29.0,26.0,62.0,11.0,35.0,74.0,1,2,242.0,237.0,2,0,0,650.0910000000267
40,40.0,40.0,0,0,2,6,,,,,1,1,1,2,43.0,23.0,60.0,11.0,15.0,20.0,65.0,30.0,11.0,15.0,48.0,31.0,1,3,172.0,200.0,2,0,0,633.4219999999159
41,41.0,41.0,0,0,2,6,,,,,1,1,1,2,38.0,19.0,28.0,16.0,24.0,19.0,19.0,23.0,74.0,22.0,19.0,27.0,1,1,144.0,184.0,2,0,0,500.27339999998213
42,42.0,42.0,0,0,2,6,,,,,1,1,1,2,33.0,28.0,23.0,12.0,46.0,56.0,38.0,13.0,19.0,54.0,11.0,50.0,0,1,198.0,185.0,2,0,0,566.7460000000311
43,43.0,43.0,0,0,2,6,,,,,1,1,2,2,20.0,59.0,36.0,29.0,52.0,12.0,35.0,37.0,24.0,24.0,37.0,13.0,0,4,208.0,170.0,2,0,0,416.7250000000351
44,44.0,44.0,0,0,2,6,,,,,1,1,1,2,24.0,52.0,11.0,34.0,30.0,12.0,37.0,41.0,15.0,64.0,35.0,39.0,1,1,163.0,231.0,2,0,0,383.3869999999997
45,45.0,45.0,0,0,2,6,,,,,1,1,1,2,30.0,77.0,35.0,51.0,23.0,18.0,29.0,81.0,48.0,85.0,66.0,49.0,1,3,234.0,358.0,2,0,0,566.7459999999846
46,46.0,46.0,0,0,2,6,,,,,1,1,1,2,61.0,74.0,30.0,49.0,47.0,25.0,14.0,56.0,52.0,36.0,77.0,66.0,1,1,286.0,301.0,2,0,0,433.6514000000434
47,47.0,47.0,0,0,2,6,,,,,1,1,1,2,23.0,29.0,29.0,11.0,60.0,70.0,33.0,22.0,11.0,29.0,27.0,66.0,0,3,222.0,188.0,2,0,0,500.0699999999605
48,48.0,48.0,0,0,2,6,,,,,1,1,2,2,80.0,28.0,24.0,17.0,29.0,79.0,14.0,63.0,34.0,52.0,21.0,35.0,0,4,257.0,219.0,2,0,0,533.4080000000308
49,49.0,49.0,0,0,2,6,,,,,0,0,2,2,36.0,60.0,34.0,10.0,13.0,85.0,14.0,45.0,65.0,49.0,49.0,40.0,0,4,238.0,262.0,2,0,0,433.3940000000178
50,50.0,50.0,0,0,2,6,,,,,0,0,1,2,50.0,14.0,11.0,53.0,10.0,19.0,37.0,34.0,22.0,39.0,34.0,40.0,0,1,157.0,206.0,2,0,0,533.4079999999493
51,51.0,51.0,0,0,2,6,,,,,1,1,1,2,27.0,46.0,75.0,24.0,44.0,16.0,61.0,72.0,11.0,12.0,33.0,25.0,0,1,232.0,214.0,2,0,0,1166.8300000000852
52,52.0,52.0,0,0,2,6,,,,,1,1,2,2,12.0,41.0,12.0,25.0,27.0,55.0,30.0,39.0,64.0,70.0,77.0,48.0,1,4,172.0,328.0,2,0,0,616.7529999999912
53,53.0,53.0,0,0,2,6,,,,,0,0,2,2,22.0,15.0,12.0,66.0,54.0,39.0,18.0,58.0,64.0,16.0,26.0,20.0,1,2,208.0,202.0,2,0,0,816.7810000000519
54,54.0,54.0,0,0,2,6,,,,,0,0,2,2,41.0,29.0,45.0,33.0,19.0,34.0,30.0,66.0,36.0,15.0,20.0,22.0,1,4,201.0,189.0,2,0,0,516.7389999998617
55,55.0,55.0,0,0,2,6,,,,,1,1,2,2,23.0,56.0,78.0,55.0,43.0,25.0,48.0,29.0,45.0,53.0,19.0,46.0,0,2,280.0,240.0,2,0,0,416.72500000002333
56,56.0,56.0,0,0,2,6,,,,,1,1,1,2,17.0,17.0,32.0,40.0,25.0,56.0,67.0,64.0,82.0,51.0,46.0,29.0,1,1,187.0,339.0,2,0,0,433.3939999999362
57,57.0,57.0,0,0,2,6,,,,,0,0,2,2,52.0,11.0,39.0,48.0,19.0,31.0,20.0,31.0,10.0,36.0,12.0,59.0,1,2,200.0,168.0,2,0,0,433.3940000000411
58,58.0,58.0,0,0,2,6,,,,,0,0,1,2,52.0,22.0,13.0,72.0,65.0,59.0,43.0,11.0,82.0,34.0,30.0,39.0,1,3,283.0,239.0,2,0,0,616.7530000000029
59,59.0,59.0,0,0,2,6,,,,,0,0,2,2,68.0,40.0,17.0,51.0,55.0,11.0,69.0,26.0,49.0,44.0,26.0,41.0,0,4,242.0,255.0,2,0,0,450.06299999984907
60,60.0,60.0,1,0,2,4,,,,,0,0,0,2,76.0,66.0,58.0,29.0,23.0,46.0,11.0,85.0,21.0,36.0,37.0,30.0,1,0,298.0,220.0,2,0,0,1600.2240000001846
61,61.0,61.0,1,0,2,4,,,,,1,1,0,2,28.0,29.0,11.0,15.0,37.0,40.0,40.0,41.0,34.0,47.0,27.0,73.0,1,0,160.0,262.0,2,0,0,600.0840000000552
62,62.0,62.0,1,0,2,4,,,,,1,1,0,2,48.0,10.0,40.0,12.0,48.0,51.0,71.0,27.0,45.0,62.0,24.0,29.0,1,0,209.0,258.0,2,0,0,550.0769999998156
63,63.0,63.0,1,0,2,4,,,,,1,1,0,2,27.0,28.0,63.0,29.0,11.0,11.0,83.0,45.0,25.0,28.0,51.0,78.0,1,0,169.0,310.0,2,0,0,450.0630000001052
64,64.0,64.0,1,0,2,4,,,,,1,1,0,2,55.0,57.0,43.0,60.0,10.0,40.0,26.0,21.0,31.0,38.0,32.0,69.0,0,0,265.0,217.0,2,0,0,1933.6039999998645
65,65.0,65.0,1,0,2,4,,,,,1,1,0,2,33.0,66.0,32.0,25.0,45.0,27.0,60.0,25.0,18.0,71.0,67.0,32.0,1,0,228.0,273.0,2,0,0,966.8019999999324
66,66.0,66.0,1,0,2,4,,,,,1,1,0,2,42.0,33.0,53.0,37.0,50.0,11.0,80.0,36.0,73.0,23.0,14.0,54.0,1,0,226.0,280.0,2,0,0,583.4149999999207
67,67.0,67.0,1,0,2,4,,,,,0,0,0,2,26.0,21.0,31.0,38.0,32.0,69.0,55.0,57.0,43.0,60.0,10.0,40.0,0,0,217.0,265.0,2,0,0,883.7210000000662
68,68.0,68.0,1,0,2,4,,,,,1,1,0,2,37.0,49.0,44.0,43.0,57.0,17.0,59.0,36.0,36.0,26.0,19.0,60.0,0,0,247.0,236.0,2,0,0,433.39399999990127
69,69.0,69.0,1,0,2,4,,,,,1,1,0,2,13.0,25.0,22.0,62.0,15.0,10.0,16.0,31.0,25.0,16.0,17.0,33.0,0,0,147.0,138.0,2,0,0,533.4079999998445
70,70.0,70.0,1,0,2,4,,,,,1,1,0,2,23.0,17.0,63.0,10.0,18.0,12.0,10.0,27.0,18.0,49.0,13.0,23.0,0,0,143.0,140.0,2,0,0,533.4080000000775
71,71.0,71.0,1,0,2,4,,,,,0,0,0,2,15.0,32.0,13.0,68.0,30.0,60.0,17.0,56.0,32.0,78.0,18.0,15.0,1,0,218.0,216.0,2,0,0,1266.8440000000412
72,72.0,72.0,1,0,2,4,,,,,1,1,0,2,35.0,14.0,11.0,23.0,64.0,44.0,30.0,38.0,14.0,17.0,21.0,43.0,0,0,191.0,163.0,2,0,0,433.3939999999944
73,73.0,73.0,1,0,2,4,,,,,1,1,0,2,47.0,44.0,57.0,37.0,42.0,23.0,38.0,77.0,13.0,56.0,63.0,12.0,1,0,250.0,259.0,2,0,0,533.4079999998678
74,74.0,74.0,1,0,2,4,,,,,1,1,0,2,17.0,56.0,32.0,78.0,18.0,15.0,15.0,32.0,13.0,68.0,30.0,60.0,1,0,216.0,218.0,2,0,0,633.4219999999507
75,75.0,75.0,1,0,2,4,,,,,0,0,0,2,11.0,85.0,21.0,36.0,37.0,30.0,76.0,66.0,58.0,29.0,23.0,46.0,0,0,220.0,298.0,2,0,0,516.7389999998268
76,76.0,76.0,1,0,2,4,,,,,1,1,0,2,11.0,16.0,71.0,11.0,28.0,42.0,32.0,38.0,56.0,81.0,49.0,20.0,1,0,179.0,276.0,2,0,0,483.401000000094
77,77.0,77.0,1,0,2,4,,,,,1,1,0,2,17.0,22.0,25.0,87.0,85.0,63.0,15.0,12.0,24.0,15.0,70.0,52.0,0,0,299.0,188.0,2,0,0,533.4080000000773
78,78.0,78.0,1,0,2,4,,,,,1,1,0,2,83.0,45.0,25.0,28.0,51.0,78.0,27.0,28.0,63.0,29.0,11.0,11.0,0,0,310.0,169.0,2,0,0,433.3940000001108
79,79.0,79.0,1,0,2,4,,,,,1,1,0,2,24.0,72.0,23.0,30.0,53.0,49.0,31.0,59.0,22.0,38.0,10.0,46.0,0,0,251.0,206.0,2,0,0,516.7390000000828
80,80.0,80.0,1,0,2,4,,,,,0,0,0,2,20.0,11.0,12.0,26.0,45.0,21.0,10.0,36.0,21.0,32.0,40.0,39.0,0,0,135.0,178.0,2,0,0,2000.2800000000962
81,81.0,81.0,1,0,2,4,,,,,1,1,0,2,16.0,10.0,48.0,33.0,34.0,25.0,12.0,35.0,19.0,53.0,55.0,45.0,1,0,166.0,219.0,2,0,0,483.4009999999311
82,82.0,82.0,1,0,2,4,,,,,0,0,0,2,39.0,44.0,68.0,33.0,46.0,41.0,11.0,21.0,76.0,53.0,49.0,23.0,1,0,271.0,233.0,2,0,0,450.0629999998957
83,83.0,83.0,1,0,2,4,,,,,1,1,0,2,44.0,25.0,34.0,80.0,15.0,66.0,32.0,68.0,21.0,21.0,69.0,32.0,0,0,264.0,243.0,2,0,0,500.07000000008867
